,CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription
2958,2024112000851,294974741,queens,I,2.0,PICK,Pick-up truck, , 
2959,2024102001160,294982837,queens,I,1.0,SEDN,Passenger vehicle, , 
2960,2024102001160,294982837,queens,I,2.0,,,29,Passing too closely                                                             
2961,2024102001161,294984726,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2962,2024102001161,294984726,queens,I,2.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
2963,2024107001479,294993229,queens,I,1.0,MCY,Motorcycle, , 
2964,2024107001479,294993229,queens,I,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2965,2024107001485,294993230,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2966,2024107001485,294993230,queens,I,2.0,,,04,Driver inattention/distraction                                                  
2967,2024108001394,294996457,queens,I,1.0,BIKE,Bicycle, , 
2968,2024108001394,294996457,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2969,2024108001401,294996459,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2970,2024108001401,294996459,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2971,2024108001402,294996460,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2972,2024108001402,294996460,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2973,2024108001403,294996461,queens,I,1.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2974,2024108001403,294996461,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2975,2024108001404,294996462,queens,I,1.0,SEDN,Passenger vehicle, , 
2976,2024108001404,294996462,queens,I,2.0,,,19,Unsafe speed                                                                    
2977,2024108001405,294996463,queens,I,1.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2978,2024108001405,294996463,queens,I,2.0,SCOM,Small com veh(4 tires),09,Following too closely                                                           
2979,2024108001407,294996464,queens,I,1.0,SEDN,Passenger vehicle, , 
2980,2024108001407,294996464,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2981,2024109001966,294996466,queens,I,1.0,SUBN,Sport utility / station wagon,18,Turning improperly                                                              
2982,2024109001966,294996466,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2983,2024109001967,294996467,queens,I,1.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
2984,2024109001967,294996467,queens,I,2.0,BUS,Bus, , 
2985,2024109001971,294996469,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2986,2024109001971,294996469,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2987,2024109001971,294996469,queens,I,3.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
2988,2024109001973,294996470,queens,I,1.0,SEDN,Passenger vehicle, , 
2989,2024109001973,294996470,queens,I,2.0,SEDN,Passenger vehicle,28,Aggressive driving/road rage                                                    
2990,2024105001966,294997768,queens,I,1.0,SEDN,Passenger vehicle, , 
2991,2024105001978,294997769,queens,I,1.0,SEDN,Passenger vehicle, , 
2992,2024105001978,294997769,queens,I,2.0,MCY,Motorcycle,20,Unsafe lane changing                                                            
2993,2024105001989,294997770,queens,I,1.0,SEDN,Passenger vehicle, , 
2994,2024105001998,294997771,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2995,2024105002003,294997773,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2996,2024105002003,294997773,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2997,2024105002003,294997773,queens,I,3.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2998,2024105002008,294997776,queens,I,1.0,SEDN,Passenger vehicle, , 
2999,2024105002010,294997778,queens,I,1.0,SEDN,Passenger vehicle, , 
3000,2024105002010,294997778,queens,I,2.0,,,18,Turning improperly                                                              
3001,2024105002011,294997779,queens,I,1.0,SEDN,Passenger vehicle, , 
3002,2024105002014,294997781,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
3003,2024105002014,294997781,queens,I,3.0,SEDN,Passenger vehicle, , 
3004,2024105002015,294997782,queens,I,1.0,SUBN,Sport utility / station wagon, , 
3005,2024105002015,294997782,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
3006,2024105002016,294997783,queens,I,1.0,SEDN,Passenger vehicle, , 
3007,2024105002016,294997783,queens,I,2.0,SEDN,Passenger vehicle, , 
3008,2024105002022,294997785,queens,I,1.0,SUBN,Sport utility / station wagon, , 
3009,2024105002022,294997785,queens,I,2.0,SEDN,Passenger vehicle, , 
3010,2024113001242,294997787,queens,I,1.0,BUS,Bus,07,Failure to yield right-of-way                                                   
3011,2024113001242,294997787,queens,I,2.0,BIKE,Bicycle,14,Pedest/bike/other pedest error                                                  
3012,2024113001246,294997788,queens,I,1.0,SUBN,Sport utility / station wagon, , 
3013,2024113001246,294997788,queens,I,2.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
3014,2024100000343,295000008,queens,I,1.0,SUBN,Sport utility / station wagon, , 
3015,2024100000343,295000008,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
3016,2024106001254,295000009,queens,I,1.0,SEDN,Passenger vehicle, , 
3017,2024106001254,295000009,queens,I,2.0,SUBN,Sport utility / station wagon, , 
3018,2024106001254,295000009,queens,I,3.0,SUBN,Sport utility / station wagon, , 
3019,2024106001254,295000009,queens,I,4.0,SEDN,Passenger vehicle,10,Illness                                                                         
3020,2024114001740,295000010,queens,I,1.0,MCY,Motorcycle, , 
3021,2024114001740,295000010,queens,I,2.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
3022,2024106001244,295002374,queens,I,1.0,SEDN,Passenger vehicle, , 
3023,2024106001244,295002374,queens,I,2.0,SEDN,Passenger vehicle,02,Alcohol involvement                                                             
3024,2024106001249,295002376,queens,I,1.0,SEDN,Passenger vehicle, , 
3025,2024106001249,295002376,queens,I,2.0,,,09,Following too closely                                                           
3026,2024106001257,295002378,queens,I,1.0,SEDN,Passenger vehicle, , 
3027,2024106001257,295002378,queens,I,2.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
3028,2024114001720,295002379,queens,I,1.0,SEDN,Passenger vehicle, , 
3029,2024114001720,295002379,queens,I,2.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
3030,2024114001733,295002380,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
3031,2024103001194,295005362,queens,I,1.0,SEDN,Passenger vehicle, , 
3032,2024103001194,295005362,queens,I,2.0,SCOM,Small com veh(4 tires), , 
3033,2024103001216,295005363,queens,I,1.0,SEDN,Passenger vehicle, , 
3034,2024103001217,295005364,queens,I,1.0,SEDN,Passenger vehicle, , 
3035,2024103001218,295005365,queens,I,1.0,SEDN,Passenger vehicle,02,Alcohol involvement                                                             
3036,2024103001218,295005365,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
3037,2024111001267,295005367,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
3038,2024111001267,295005367,queens,I,2.0,BUS,Bus, , 
3039,2024114001742,295005368,queens,I,1.0,PICK,Pick-up truck,29,Passing too closely                                                             
3040,2024114001742,295005368,queens,I,2.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
3041,2024110001375,295011241,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
3042,2024110001375,295011241,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
3043,2024112000852,295011244,queens,I,1.0,BIKE,Bicycle, , 
3044,2024112000852,295011244,queens,I,2.0,,,07,Failure to yield right-of-way                                                   
3045,2024103001215,295017913,queens,I,1.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
3046,2024103001215,295017913,queens,I,2.0,SUBN,Sport utility / station wagon, , 
3047,2024103001215,295017913,queens,I,3.0,SEDN,Passenger vehicle, , 
3048,2024104001339,295017914,queens,I,1.0,SEDN,Passenger vehicle, , 
3049,2024104001339,295017914,queens,I,2.0,SEDN,Passenger vehicle,18,Turning improperly                                                              
3050,2024104001344,295017916,queens,I,1.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
3051,2024104001344,295017916,queens,I,2.0,MCY,Motorcycle, , 
3052,2024104001350,295017917,queens,I,1.0,MCY,Motorcycle, , 
3053,2024104001350,295017917,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
3054,2024107001489,295017920,queens,I,1.0,BUS,Bus, , 
3055,2024107001489,295017920,queens,I,2.0,SEDN,Passenger vehicle,05,Driver inexperience                                                             
3056,2024111001264,295017922,queens,I,1.0,SEDN,Passenger vehicle, , 
3057,2024111001264,295017922,queens,I,2.0,,,18,Turning improperly                                                              
3058,2024111001268,295017923,queens,I,1.0,SUBN,Sport utility / station wagon, , 
3059,2024111001268,295017923,queens,I,2.0,SUBN,Sport utility / station wagon, , 
3060,2024111001271,295017924,queens,I,1.0,SEDN,Passenger vehicle, , 
3061,2024111001271,295017924,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
3062,2024101000510,295021801,queens,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
3063,2024101000510,295021801,queens,I,2.0,,,19,Unsafe speed                                                                    
3064,2024104001338,295021802,queens,I,1.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
3065,2024104001338,295021802,queens,I,2.0,BIKE,Bicycle, , 
3066,2024104001352,295021804,queens,I,1.0,SUBN,Sport utility / station wagon, , 
3067,2024104001352,295021804,queens,I,2.0,SUBN,Sport utility / station wagon,17,Traffic control disregarded                                                     
3068,2024104001359,295021805,queens,I,1.0,MCY,Motorcycle, , 
3069,2024104001359,295021805,queens,I,2.0,SUBN,Sport utility / station wagon,18,Turning improperly                                                              
